Ride_ID,City,Date,Hour,Pickup_Zone,Drop_Zone,Ride_Distance_km,Estimated_Fare,Surge_Multiplier,EV_Battery_%,Driver_Available,Charging_Station_Nearby,Weather,Ride_Status,Cancellation_By
260,Delhi,2025-01-11,4,7,4,24.73,336.93,1.0,32,Yes,No,Clear,Completed,
261,Hyderabad,2025-01-11,22,10,5,22.88,670.65,2.0,58,Yes,Yes,Rain,Completed,
262,Bengaluru,2025-01-11,20,4,8,9.28,535.73,2.0,52,Yes,Yes,Clear,Cancelled,Rider
263,Mumbai,2025-01-11,9,4,2,4.27,796.39,1.2,46,Yes,No,Clear,Completed,
264,Mumbai,2025-01-11,17,1,1,23.15,462.65,1.0,81,Yes,Yes,Clear,Completed,
265,Delhi,2025-01-12,19,7,9,15.12,494.33,1.5,66,Yes,Yes,Clear,Completed,
266,Delhi,2025-01-12,17,5,3,3.78,326.9,1.0,52,Yes,Yes,Clear,Cancelled,System
267,Bengaluru,2025-01-12,8,3,1,9.12,391.42,1.0,76,Yes,Yes,Rain,Completed,
268,Delhi,2025-01-12,9,1,9,21.17,789.03,1.0,69,Yes,Yes,Rain,Completed,
269,Delhi,2025-01-12,12,4,9,3.71,626.34,1.2,46,Yes,No,Clear,Completed,
270,Hyderabad,2025-01-12,23,6,9,12.01,560.22,1.0,98,Yes,Yes,Clear,Completed,
271,Hyderabad,2025-01-12,12,4,6,4.45,788.15,1.2,95,Yes,Yes,Clear,Completed,
272,Bengaluru,2025-01-12,2,2,9,22.69,567.42,2.0,23,Yes,Yes,Rain,Completed,
273,Mumbai,2025-01-12,8,10,10,4.09,215.66,1.5,36,Yes,No,Clear,Completed,
274,Delhi,2025-01-12,8,10,5,24.22,165.27,2.0,67,Yes,Yes,Clear,Completed,
275,Bengaluru,2025-01-12,22,1,7,15.35,136.52,1.2,61,Yes,No,Clear,Cancelled,Driver
276,Bengaluru,2025-01-12,6,4,3,12.3,744.33,1.2,88,Yes,No,Clear,Completed,
277,Bengaluru,2025-01-12,21,8,5,10.56,722.23,2.0,97,Yes,No,Rain,Completed,
278,Mumbai,2025-01-12,2,5,10,18.77,739.38,1.0,78,Yes,No,Clear,Completed,
279,Bengaluru,2025-01-12,18,7,10,15.0,195.51,2.0,96,Yes,Yes,Clear,Completed,
280,Hyderabad,2025-01-12,4,8,3,10.96,671.34,2.0,50,Yes,Yes,Clear,Completed,
281,Mumbai,2025-01-12,23,9,9,14.52,371.04,1.2,73,Yes,No,Clear,Completed,
282,Mumbai,2025-01-12,8,4,4,14.74,221.85,1.2,28,Yes,No,Clear,Completed,
283,Hyderabad,2025-01-12,13,6,1,9.31,380.7,2.0,53,Yes,No,Clear,Completed,
284,Delhi,2025-01-12,14,6,1,22.86,194.59,1.5,85,Yes,No,Clear,Completed,
285,Mumbai,2025-01-12,12,1,3,20.15,304.62,2.0,18,Yes,No,Heavy Rain,Cancelled,System
286,Delhi,2025-01-12,5,1,8,11.87,222.58,2.0,66,No,Yes,Clear,Cancelled,Rider
287,Mumbai,2025-01-12,6,2,6,16.55,418.3,1.5,45,Yes,No,Clear,Completed,
288,Bengaluru,2025-01-12,18,5,4,14.27,321.97,2.0,32,Yes,Yes,Clear,Completed,
289,Hyderabad,2025-01-13,19,4,6,21.53,449.01,1.0,31,Yes,Yes,Clear,Cancelled,Driver
290,Bengaluru,2025-01-13,8,8,2,9.88,206.38,1.5,72,Yes,Yes,Clear,Completed,
291,Bengaluru,2025-01-13,13,8,2,12.48,681.77,1.2,91,Yes,No,Clear,Completed,
292,Mumbai,2025-01-13,12,2,3,17.27,690.1,1.2,95,Yes,Yes,Rain,Completed,
293,Hyderabad,2025-01-13,18,5,2,10.61,182.01,1.0,39,Yes,Yes,Clear,Completed,
294,Delhi,2025-01-13,13,8,8,23.24,730.1,2.0,88,Yes,No,Clear,Completed,
295,Hyderabad,2025-01-13,3,6,4,14.65,173.59,2.0,60,Yes,No,Clear,Completed,
296,Mumbai,2025-01-13,19,7,10,10.86,180.55,1.0,72,Yes,No,Clear,Completed,
297,Bengaluru,2025-01-13,15,1,4,23.69,403.59,2.0,59,Yes,Yes,Rain,Completed,
298,Hyderabad,2025-01-13,22,5,2,16.87,777.86,1.2,85,Yes,No,Clear,Completed,
299,Mumbai,2025-01-13,20,8,8,22.34,349.23,1.0,74,Yes,No,Clear,Completed,
300,Mumbai,2025-01-13,17,2,10,3.82,520.58,1.2,81,Yes,Yes,Clear,Completed,
301,Mumbai,2025-01-13,0,6,3,7.98,350.42,2.0,22,Yes,Yes,Clear,Completed,
302,Mumbai,2025-01-13,15,2,6,17.22,762.16,1.2,75,Yes,Yes,Clear,Completed,
303,Delhi,2025-01-13,7,4,4,4.28,357.24,1.5,49,Yes,No,Clear,Cancelled,Driver
304,Bengaluru,2025-01-13,23,5,8,21.86,377.52,1.2,71,Yes,No,Clear,Cancelled,Driver
305,Mumbai,2025-01-13,14,5,5,12.13,560.6,1.0,87,Yes,No,Clear,Completed,
306,Bengaluru,2025-01-13,9,1,8,24.69,314.47,1.2,89,Yes,No,Rain,Cancelled,System
307,Mumbai,2025-01-13,11,8,2,17.74,309.32,2.0,82,No,No,Rain,Cancelled,Driver
308,Hyderabad,2025-01-13,6,5,6,4.74,196.74,1.0,46,Yes,Yes,Rain,Completed,
309,Hyderabad,2025-01-13,22,10,10,10.54,469.69,2.0,98,Yes,Yes,Clear,Completed,
310,Delhi,2025-01-13,3,2,1,15.16,577.74,1.0,43,Yes,No,Clear,Completed,
311,Delhi,2025-01-13,8,6,6,9.46,401.06,1.0,31,Yes,Yes,Rain,Completed,
312,Mumbai,2025-01-13,10,2,9,5.73,733.87,1.0,15,Yes,Yes,Clear,Cancelled,Driver
313,Delhi,2025-01-14,19,7,5,22.49,292.77,1.2,89,Yes,Yes,Clear,Completed,
314,Hyderabad,2025-01-14,2,2,3,13.47,586.95,1.0,21,No,No,Clear,Cancelled,Driver
315,Bengaluru,2025-01-14,18,1,9,16.07,547.55,2.0,30,Yes,No,Rain,Completed,
316,Mumbai,2025-01-14,23,4,2,14.63,512.35,1.0,67,No,Yes,Clear,Cancelled,Driver
317,Mumbai,2025-01-14,13,1,4,10.84,270.51,1.5,18,Yes,No,Clear,Cancelled,Driver
318,Mumbai,2025-01-14,18,9,3,20.18,635.53,1.0,42,Yes,Yes,Rain,Completed,
319,Delhi,2025-01-14,22,5,9,7.17,581.17,1.2,75,Yes,Yes,Clear,Completed,
320,Mumbai,2025-01-14,20,10,8,22.25,792.66,1.5,77,Yes,No,Clear,Completed,
321,Hyderabad,2025-01-14,12,9,2,18.0,602.8,1.0,60,Yes,No,Rain,Cancelled,Rider
322,Delhi,2025-01-14,17,3,6,3.32,303.11,2.0,51,Yes,No,Clear,Completed,
323,Delhi,2025-01-14,0,1,6,18.31,214.17,1.0,97,Yes,No,Clear,Cancelled,Rider
324,Delhi,2025-01-14,19,7,1,11.3,554.67,1.2,78,Yes,Yes,Clear,Completed,
325,Bengaluru,2025-01-14,4,8,9,21.76,782.77,1.5,60,Yes,Yes,Clear,Completed,
326,Bengaluru,2025-01-14,23,9,2,10.08,191.39,1.0,31,Yes,Yes,Clear,Completed,
327,Mumbai,2025-01-14,20,2,3,20.27,319.93,2.0,26,Yes,Yes,Clear,Completed,
328,Mumbai,2025-01-14,3,6,4,3.68,146.89,2.0,21,Yes,No,Heavy Rain,Completed,
329,Hyderabad,2025-01-14,12,7,3,15.53,223.08,1.5,70,No,Yes,Clear,Cancelled,Rider
330,Hyderabad,2025-01-14,3,8,2,4.72,152.26,1.5,85,Yes,Yes,Rain,Cancelled,Rider
331,Mumbai,2025-01-14,7,6,1,22.37,333.98,1.5,85,Yes,No,Rain,Cancelled,Rider
332,Hyderabad,2025-01-14,11,9,10,8.61,250.69,1.2,31,Yes,Yes,Clear,Completed,
333,Bengaluru,2025-01-14,16,2,10,20.3,129.99,1.5,95,No,Yes,Clear,Cancelled,System
334,Bengaluru,2025-01-14,11,1,2,19.5,179.52,1.5,84,Yes,No,Clear,Completed,
335,Mumbai,2025-01-14,16,8,3,8.36,577.27,2.0,51,Yes,No,Clear,Cancelled,Rider
336,Bengaluru,2025-01-14,6,2,9,10.83,359.01,1.2,28,Yes,Yes,Clear,Completed,
337,Hyderabad,2025-01-15,4,1,9,24.34,231.35,2.0,21,Yes,Yes,Heavy Rain,Completed,
338,Bengaluru,2025-01-15,3,1,8,13.06,707.66,1.2,36,Yes,Yes,Clear,Cancelled,Driver
339,Bengaluru,2025-01-15,14,1,10,4.42,412.65,1.2,71,Yes,Yes,Clear,Completed,
340,Delhi,2025-01-15,20,4,5,22.04,780.44,1.2,22,Yes,Yes,Clear,Completed,
341,Hyderabad,2025-01-15,19,2,5,18.62,621.23,2.0,21,Yes,Yes,Rain,Completed,
342,Delhi,2025-01-15,3,9,9,19.02,352.71,2.0,45,Yes,Yes,Clear,Completed,
343,Delhi,2025-01-15,12,2,2,5.64,440.14,1.2,49,Yes,Yes,Heavy Rain,Completed,
344,Mumbai,2025-01-15,18,9,8,13.65,493.15,1.2,44,Yes,Yes,Clear,Completed,
345,Hyderabad,2025-01-15,17,6,9,8.65,520.04,1.2,85,Yes,Yes,Clear,Completed,
346,Hyderabad,2025-01-15,6,6,8,18.62,669.99,1.0,94,Yes,No,Clear,Completed,
347,Delhi,2025-01-15,9,9,3,6.9,179.6,2.0,80,Yes,No,Clear,Completed,
348,Bengaluru,2025-01-15,13,5,5,23.82,749.67,1.5,20,Yes,Yes,Heavy Rain,Completed,
349,Mumbai,2025-01-15,13,5,2,7.27,169.93,2.0,67,Yes,No,Clear,Completed,
350,Delhi,2025-01-15,23,3,1,16.58,644.99,1.0,90,Yes,No,Clear,Completed,
351,Hyderabad,2025-01-15,6,1,7,12.92,685.93,2.0,17,Yes,Yes,Rain,Cancelled,Rider
352,Hyderabad,2025-01-15,15,1,9,23.61,211.21,1.0,24,Yes,No,Clear,Completed,
353,Mumbai,2025-01-15,15,5,7,18.26,741.49,1.5,23,Yes,Yes,Heavy Rain,Completed,
354,Bengaluru,2025-01-15,2,5,1,12.4,614.39,1.2,38,Yes,No,Clear,Completed,
355,Hyderabad,2025-01-15,13,3,2,11.7,464.73,1.2,99,Yes,No,Rain,Completed,
356,Delhi,2025-01-15,4,3,5,8.94,569.63,1.2,35,Yes,No,Rain,Completed,
357,Hyderabad,2025-01-15,11,6,8,20.14,288.29,2.0,55,No,Yes,Clear,Cancelled,Driver
358,Delhi,2025-01-15,12,8,10,9.32,524.98,2.0,48,Yes,No,Rain,Completed,
359,Delhi,2025-01-15,17,7,4,19.84,481.04,2.0,63,No,Yes,Clear,Cancelled,System
360,Bengaluru,2025-01-15,5,1,3,6.21,643.84,1.0,91,Yes,No,Rain,Cancelled,System
361,Bengaluru,2025-01-16,12,7,3,18.8,452.16,1.0,51,Yes,Yes,Rain,Completed,
362,Mumbai,2025-01-16,8,7,8,21.89,230.18,1.5,79,Yes,No,Rain,Completed,
363,Hyderabad,2025-01-16,21,1,8,18.85,569.12,1.0,38,Yes,Yes,Heavy Rain,Completed,
364,Mumbai,2025-01-16,8,5,4,8.09,589.8,1.2,52,Yes,No,Clear,Completed,
365,Mumbai,2025-01-16,9,8,1,19.83,345.85,2.0,52,Yes,Yes,Clear,Completed,
366,Delhi,2025-01-16,18,1,6,16.19,407.05,1.2,16,Yes,No,Clear,Cancelled,System
367,Bengaluru,2025-01-16,3,1,8,6.93,227.94,1.2,38,Yes,Yes,Clear,Completed,
368,Bengaluru,2025-01-16,4,8,7,23.29,792.77,1.2,25,Yes,Yes,Clear,Completed,
369,Mumbai,2025-01-16,23,7,7,16.61,135.31,1.5,74,Yes,Yes,Rain,Completed,
370,Mumbai,2025-01-16,20,3,10,17.12,397.63,1.5,47,Yes,No,Clear,Completed,
371,Hyderabad,2025-01-16,6,3,9,7.42,575.35,1.5,74,Yes,Yes,Rain,Completed,
372,Delhi,2025-01-16,5,8,3,5.03,570.0,1.0,16,Yes,Yes,Clear,Cancelled,Driver
373,Mumbai,2025-01-16,12,5,9,12.05,493.38,1.2,23,Yes,No,Clear,Completed,
374,Mumbai,2025-01-16,4,5,9,21.46,530.47,2.0,53,Yes,Yes,Rain,Completed,
375,Bengaluru,2025-01-16,4,5,2,9.37,594.64,1.2,24,Yes,Yes,Clear,Completed,
376,Delhi,2025-01-16,20,9,9,20.1,577.19,1.2,96,No,Yes,Clear,Cancelled,Driver
377,Hyderabad,2025-01-16,12,8,1,2.69,415.98,2.0,37,Yes,Yes,Rain,Completed,
378,Bengaluru,2025-01-16,4,8,1,21.01,513.58,1.2,82,Yes,Yes,Clear,Completed,
379,Mumbai,2025-01-16,19,8,2,22.05,770.48,2.0,36,Yes,No,Clear,Completed,
380,Delhi,2025-01-16,21,7,1,2.63,734.09,2.0,84,Yes,No,Rain,Completed,
381,Bengaluru,2025-01-16,6,9,4,15.48,186.82,1.0,40,Yes,Yes,Rain,Cancelled,Rider
382,Mumbai,2025-01-16,22,8,7,13.61,387.29,2.0,86,Yes,No,Rain,Completed,
383,Mumbai,2025-01-16,11,8,9,21.57,424.19,1.2,55,Yes,Yes,Clear,Completed,
384,Mumbai,2025-01-16,11,2,6,10.54,241.07,1.2,27,Yes,Yes,Clear,Completed,
385,Hyderabad,2025-01-17,8,3,5,10.53,680.21,1.5,69,Yes,Yes,Clear,Completed,
386,Mumbai,2025-01-17,3,7,3,7.64,198.11,2.0,65,Yes,Yes,Heavy Rain,Completed,
387,Hyderabad,2025-01-17,6,6,5,5.05,213.5,2.0,94,Yes,Yes,Clear,Completed,
388,Delhi,2025-01-17,7,7,7,11.6,525.16,1.5,37,No,Yes,Rain,Cancelled,System
389,Bengaluru,2025-01-17,23,6,2,14.03,343.4,1.2,24,Yes,No,Rain,Cancelled,Driver
390,Mumbai,2025-01-17,17,1,2,19.55,184.9,2.0,50,Yes,No,Clear,Cancelled,Driver
391,Delhi,2025-01-17,4,5,10,17.42,595.09,1.2,16,Yes,Yes,Rain,Cancelled,Rider
392,Bengaluru,2025-01-17,10,4,10,20.47,713.26,1.0,99,Yes,No,Clear,Completed,
393,Delhi,2025-01-17,18,7,5,10.81,298.96,1.5,15,Yes,Yes,Clear,Cancelled,Rider
394,Bengaluru,2025-01-17,9,6,5,21.27,758.4,1.0,30,Yes,Yes,Rain,Completed,
395,Bengaluru,2025-01-17,18,3,7,4.29,279.03,1.5,97,Yes,Yes,Rain,Completed,
396,Delhi,2025-01-17,0,3,1,22.23,241.44,1.0,63,Yes,Yes,Clear,Completed,
397,Hyderabad,2025-01-17,1,8,9,5.66,600.21,2.0,65,Yes,Yes,Rain,Completed,
398,Hyderabad,2025-01-17,9,7,5,10.73,416.52,2.0,87,Yes,Yes,Clear,Cancelled,Rider
399,Delhi,2025-01-17,14,10,4,2.15,724.95,1.5,43,Yes,No,Rain,Completed,
400,Delhi,2025-01-17,20,3,2,11.05,435.2,1.5,35,Yes,Yes,Clear,Completed,
401,Bengaluru,2025-01-17,9,3,10,3.6,193.72,2.0,37,Yes,Yes,Clear,Completed,
402,Hyderabad,2025-01-17,5,4,2,19.07,138.49,1.0,73,Yes,No,Rain,Completed,
403,Delhi,2025-01-17,12,4,3,11.76,139.23,1.0,80,No,Yes,Clear,Cancelled,Driver
404,Mumbai,2025-01-17,10,3,5,17.8,579.46,1.0,39,Yes,Yes,Rain,Completed,
405,Bengaluru,2025-01-17,0,5,9,18.02,123.71,1.5,35,Yes,Yes,Heavy Rain,Completed,
406,Bengaluru,2025-01-17,5,5,4,14.22,694.48,1.2,59,Yes,No,Clear,Completed,
407,Bengaluru,2025-01-17,4,5,9,5.16,474.14,1.0,58,Yes,No,Clear,Completed,
408,Mumbai,2025-01-17,12,6,8,8.2,377.32,2.0,94,Yes,No,Clear,Completed,
409,Bengaluru,2025-01-18,1,3,10,23.93,486.96,1.0,99,Yes,Yes,Clear,Completed,
410,Bengaluru,2025-01-18,17,8,10,14.63,573.97,1.5,54,Yes,Yes,Clear,Completed,
411,Delhi,2025-01-18,18,3,8,5.23,296.26,1.0,96,Yes,Yes,Heavy Rain,Cancelled,Rider
412,Bengaluru,2025-01-18,3,1,4,19.72,748.93,2.0,45,Yes,Yes,Clear,Completed,
413,Mumbai,2025-01-18,21,1,4,16.04,239.88,1.5,57,Yes,Yes,Clear,Completed,
414,Bengaluru,2025-01-18,16,10,8,23.17,206.96,2.0,27,Yes,No,Clear,Completed,
415,Mumbai,2025-01-18,15,8,10,7.67,545.97,2.0,99,No,Yes,Clear,Cancelled,Driver
416,Delhi,2025-01-18,21,2,1,4.9,615.04,1.0,73,Yes,Yes,Rain,Completed,
417,Hyderabad,2025-01-18,9,8,6,12.39,415.54,2.0,27,Yes,Yes,Rain,Completed,
418,Hyderabad,2025-01-18,3,1,7,7.44,487.19,1.2,62,Yes,Yes,Clear,Completed,
419,Hyderabad,2025-01-18,8,4,6,24.21,410.49,1.5,34,Yes,No,Rain,Completed,
420,Mumbai,2025-01-18,21,10,6,16.41,356.04,2.0,38,Yes,Yes,Clear,Completed,
421,Bengaluru,2025-01-18,6,7,7,24.63,664.96,1.2,99,No,Yes,Heavy Rain,Cancelled,Driver
422,Mumbai,2025-01-18,19,5,2,14.78,737.63,1.0,26,Yes,Yes,Clear,Completed,
423,Delhi,2025-01-18,2,3,1,18.99,297.08,1.0,35,Yes,Yes,Clear,Completed,
424,Mumbai,2025-01-18,0,1,6,23.58,771.14,1.0,98,Yes,Yes,Clear,Completed,
425,Delhi,2025-01-18,16,10,4,22.71,539.79,1.2,35,Yes,No,Clear,Completed,
426,Delhi,2025-01-18,16,3,3,24.46,367.67,1.2,29,No,Yes,Clear,Cancelled,Driver
427,Mumbai,2025-01-18,4,6,10,5.15,650.53,1.0,67,Yes,No,Clear,Completed,
428,Hyderabad,2025-01-18,17,4,9,2.98,778.72,1.0,48,No,Yes,Clear,Cancelled,Rider
429,Hyderabad,2025-01-18,19,9,1,4.97,482.73,2.0,40,Yes,Yes,Rain,Completed,
430,Bengaluru,2025-01-18,6,6,2,16.41,782.93,1.5,17,Yes,No,Rain,Cancelled,System
431,Bengaluru,2025-01-18,17,6,1,18.48,747.45,2.0,83,Yes,Yes,Rain,Completed,
432,Bengaluru,2025-01-18,8,6,9,10.4,463.31,1.2,22,Yes,No,Clear,Cancelled,Driver
433,Bengaluru,2025-01-19,1,7,5,7.14,133.31,2.0,15,Yes,Yes,Clear,Cancelled,System
434,Delhi,2025-01-19,11,1,8,20.14,403.96,1.0,50,Yes,No,Clear,Completed,
435,Bengaluru,2025-01-19,19,4,6,18.84,501.7,1.0,79,Yes,Yes,Heavy Rain,Cancelled,Rider
436,Delhi,2025-01-19,1,1,6,13.65,162.55,1.2,84,Yes,Yes,Clear,Completed,
437,Bengaluru,2025-01-19,20,4,9,23.72,158.8,1.5,95,Yes,Yes,Clear,Completed,
438,Delhi,2025-01-19,23,2,1,7.86,158.59,1.2,93,Yes,Yes,Clear,Completed,
439,Hyderabad,2025-01-19,3,2,5,18.51,164.95,1.0,24,Yes,Yes,Clear,Completed,
440,Hyderabad,2025-01-19,15,6,4,5.49,768.5,2.0,30,Yes,Yes,Clear,Completed,
441,Mumbai,2025-01-19,3,2,5,11.82,752.59,1.5,33,Yes,No,Clear,Completed,
442,Mumbai,2025-01-19,14,7,2,3.49,198.56,1.2,19,Yes,Yes,Rain,Cancelled,System
443,Hyderabad,2025-01-19,13,4,10,5.78,628.28,2.0,94,Yes,Yes,Clear,Cancelled,System
444,Delhi,2025-01-19,16,8,4,16.59,417.22,1.0,27,Yes,Yes,Clear,Completed,
445,Bengaluru,2025-01-19,14,8,10,21.61,215.81,1.5,50,Yes,Yes,Rain,Completed,
446,Mumbai,2025-01-19,9,9,1,10.07,704.34,1.2,30,Yes,Yes,Clear,Completed,
447,Mumbai,2025-01-19,9,1,10,22.88,576.37,2.0,81,Yes,Yes,Clear,Completed,
448,Mumbai,2025-01-19,21,1,5,12.9,641.82,1.5,49,No,Yes,Heavy Rain,Cancelled,Driver
449,Delhi,2025-01-19,6,6,7,11.58,267.86,2.0,63,Yes,Yes,Clear,Completed,
450,Delhi,2025-01-19,10,6,3,17.35,488.19,1.2,48,Yes,Yes,Clear,Completed,
451,Bengaluru,2025-01-19,22,6,8,24.25,649.73,2.0,45,Yes,No,Clear,Completed,
452,Hyderabad,2025-01-19,15,9,9,18.78,613.12,1.0,19,Yes,Yes,Clear,Cancelled,Rider
453,Hyderabad,2025-01-19,11,5,5,17.83,689.02,2.0,23,No,No,Clear,Cancelled,Rider
454,Hyderabad,2025-01-19,17,10,8,20.94,584.04,1.2,43,No,Yes,Clear,Cancelled,Driver
455,Mumbai,2025-01-19,10,2,2,8.22,138.5,1.2,23,Yes,No,Rain,Completed,
456,Mumbai,2025-01-19,17,7,4,15.27,267.05,2.0,51,Yes,Yes,Clear,Completed,
457,Delhi,2025-01-20,2,8,3,8.93,609.52,1.5,55,Yes,Yes,Clear,Completed,
458,Hyderabad,2025-01-20,4,1,10,14.33,539.52,2.0,70,Yes,No,Clear,Completed,
459,Delhi,2025-01-20,13,3,10,10.03,658.53,2.0,95,Yes,Yes,Rain,Completed,
460,Hyderabad,2025-01-20,21,7,7,14.13,508.61,2.0,46,Yes,Yes,Clear,Cancelled,Rider
461,Delhi,2025-01-20,14,6,3,10.6,565.45,2.0,91,Yes,No,Clear,Completed,
462,Hyderabad,2025-01-20,20,1,4,12.86,748.52,1.5,57,Yes,No,Rain,Completed,
463,Delhi,2025-01-20,13,3,10,19.53,187.02,2.0,61,Yes,No,Clear,Completed,
464,Bengaluru,2025-01-20,6,8,6,19.8,167.77,1.0,79,Yes,No,Clear,Completed,
465,Hyderabad,2025-01-20,1,7,2,17.49,775.58,1.2,64,Yes,No,Clear,Completed,
466,Hyderabad,2025-01-20,19,10,2,13.07,623.15,1.0,65,Yes,Yes,Clear,Completed,
467,Bengaluru,2025-01-20,17,4,3,12.9,349.26,1.5,64,Yes,Yes,Clear,Completed,
468,Delhi,2025-01-20,8,7,2,4.98,551.76,1.5,57,Yes,No,Clear,Completed,
469,Bengaluru,2025-01-20,11,9,8,13.64,577.86,2.0,18,No,Yes,Rain,Cancelled,Rider
470,Hyderabad,2025-01-20,1,5,2,15.18,145.52,2.0,89,Yes,Yes,Rain,Completed,
471,Bengaluru,2025-01-20,6,10,4,13.25,714.3,1.0,57,Yes,Yes,Clear,Completed,
472,Delhi,2025-01-20,12,10,3,14.92,171.21,1.5,85,Yes,Yes,Clear,Cancelled,Rider
473,Delhi,2025-01-20,18,6,7,17.56,736.24,2.0,65,Yes,Yes,Clear,Completed,
474,Mumbai,2025-01-20,16,9,10,19.61,191.13,1.0,61,Yes,Yes,Rain,Completed,
475,Mumbai,2025-01-20,10,10,2,6.22,278.5,2.0,67,Yes,No,Clear,Completed,
476,Hyderabad,2025-01-20,20,10,8,9.43,377.4,1.5,49,Yes,Yes,Heavy Rain,Completed,
477,Bengaluru,2025-01-20,1,8,4,23.78,621.84,2.0,44,Yes,Yes,Heavy Rain,Completed,
478,Bengaluru,2025-01-20,18,5,5,2.25,514.68,1.0,26,No,Yes,Clear,Cancelled,System
479,Hyderabad,2025-01-20,16,1,8,19.47,725.15,1.5,83,Yes,Yes,Clear,Completed,
480,Hyderabad,2025-01-20,3,10,8,11.8,319.8,1.2,30,Yes,No,Heavy Rain,Completed,
481,Delhi,2025-01-21,3,9,6,15.01,191.46,1.2,16,Yes,Yes,Heavy Rain,Cancelled,Rider
482,Bengaluru,2025-01-21,23,10,7,12.1,653.38,1.2,58,No,Yes,Clear,Cancelled,Driver
483,Hyderabad,2025-01-21,9,10,5,19.07,776.85,1.5,61,Yes,Yes,Clear,Cancelled,Rider
484,Mumbai,2025-01-21,12,1,6,12.89,686.61,1.2,66,Yes,No,Clear,Completed,
485,Mumbai,2025-01-21,16,7,2,20.77,269.05,1.5,26,Yes,Yes,Rain,Completed,
486,Delhi,2025-01-21,5,2,3,6.21,447.38,2.0,51,No,Yes,Rain,Cancelled,Rider
487,Mumbai,2025-01-21,16,10,7,7.3,150.24,2.0,60,Yes,Yes,Clear,Completed,
488,Mumbai,2025-01-21,15,8,10,22.2,757.84,1.0,90,Yes,Yes,Clear,Completed,
489,Delhi,2025-01-21,4,10,5,20.01,341.08,1.0,49,Yes,Yes,Heavy Rain,Completed,
490,Bengaluru,2025-01-21,1,7,2,13.75,337.22,1.5,30,Yes,No,Clear,Cancelled,System
491,Hyderabad,2025-01-21,7,8,2,13.98,552.25,1.0,40,Yes,Yes,Clear,Completed,
492,Mumbai,2025-01-21,19,6,5,5.5,226.8,1.0,57,Yes,No,Clear,Completed,
493,Mumbai,2025-01-21,22,10,9,13.41,632.8,2.0,67,Yes,No,Clear,Completed,
494,Bengaluru,2025-01-21,9,5,6,23.71,183.17,1.5,61,Yes,Yes,Clear,Completed,
495,Delhi,2025-01-21,19,10,4,15.62,185.94,2.0,92,Yes,Yes,Clear,Completed,
496,Hyderabad,2025-01-21,8,10,2,13.63,299.81,2.0,84,Yes,Yes,Rain,Completed,
497,Delhi,2025-01-21,13,3,10,7.89,162.7,1.2,72,Yes,Yes,Rain,Completed,
498,Delhi,2025-01-21,16,10,2,11.34,525.54,2.0,88,Yes,No,Rain,Completed,
499,Delhi,2025-01-21,20,4,5,20.14,527.89,1.5,28,Yes,Yes,Rain,Completed,
500,Bengaluru,2025-01-21,21,3,10,15.83,223.03,1.0,77,Yes,No,Rain,Completed,
501,Mumbai,2025-01-21,14,7,2,8.88,224.19,2.0,83,Yes,Yes,Rain,Completed,
502,Delhi,2025-01-21,20,4,1,12.91,523.19,1.0,83,Yes,Yes,Clear,Completed,
503,Hyderabad,2025-01-21,9,10,1,19.14,626.72,1.0,68,Yes,No,Clear,Completed,
504,Hyderabad,2025-01-21,14,7,6,3.49,422.17,1.0,33,Yes,Yes,Clear,Completed,
505,Hyderabad,2025-01-22,23,7,7,3.2,574.44,1.2,81,Yes,Yes,Rain,Completed,
506,Bengaluru,2025-01-22,18,3,8,21.19,383.24,2.0,48,No,Yes,Rain,Cancelled,Driver
507,Mumbai,2025-01-22,16,10,10,14.79,672.52,1.0,73,Yes,Yes,Rain,Completed,
508,Bengaluru,2025-01-22,17,8,10,6.46,470.16,1.5,33,Yes,Yes,Rain,Completed,
509,Hyderabad,2025-01-22,5,6,4,19.81,424.31,1.2,38,Yes,Yes,Clear,Completed,
510,Mumbai,2025-01-22,23,3,5,12.09,616.81,1.5,89,Yes,Yes,Rain,Completed,
511,Bengaluru,2025-01-22,22,6,1,2.36,278.41,2.0,68,Yes,Yes,Rain,Completed,
512,Bengaluru,2025-01-22,0,7,9,21.32,674.87,1.5,55,Yes,No,Clear,Cancelled,Driver
513,Mumbai,2025-01-22,2,10,2,13.81,419.65,1.0,39,No,Yes,Rain,Cancelled,Rider
514,Delhi,2025-01-22,0,6,1,17.01,365.72,2.0,86,No,Yes,Clear,Cancelled,System
515,Hyderabad,2025-01-22,7,8,2,5.73,378.46,1.0,34,Yes,Yes,Clear,Completed,
516,Mumbai,2025-01-22,11,9,1,9.57,539.58,1.5,80,No,No,Clear,Cancelled,Driver
517,Bengaluru,2025-01-22,15,8,4,13.3,567.76,2.0,64,No,Yes,Heavy Rain,Cancelled,System
518,Mumbai,2025-01-22,10,1,4,15.79,278.79,1.0,99,Yes,Yes,Clear,Cancelled,System
519,Bengaluru,2025-01-22,18,6,3,22.95,478.27,1.0,22,Yes,Yes,Clear,Completed,
520,Bengaluru,2025-01-22,19,6,7,10.64,513.73,2.0,55,Yes,No,Clear,Completed,
521,Delhi,2025-01-22,3,6,6,11.44,479.4,1.5,81,Yes,Yes,Clear,Completed,
522,Bengaluru,2025-01-22,7,3,9,17.05,221.13,2.0,47,Yes,Yes,Clear,Completed,
